12:20:24.751, 9.79
12:20:24.874, 9.79
12:20:24.936, 9.79
12:20:25.061, 9.79
12:20:25.124, 9.79
12:20:25.186, 9.79
12:20:25.311, 9.79
12:20:25.436, 9.79
12:20:25.561, 9.79
12:20:25.624, 9.79
12:20:25.686, 9.79
12:20:25.811, 9.79
12:20:25.874, 9.79
12:20:25.999, 9.79
12:20:26.062, 9.79
12:20:26.186, 9.79
12:20:26.311, 9.79
12:20:26.374, 9.79
12:20:26.499, 9.79
12:20:26.561, 9.79
12:20:26.624, 9.79
12:20:26.749, 9.79
12:20:26.874, 9.79
12:20:26.999, 9.79
12:20:27.061, 9.79
12:20:27.186, 9.79
12:20:27.249, 9.79
12:20:27.311, 9.79
12:20:27.436, 9.79
12:20:27.499, 9.79
12:20:27.811, 9.79
12:20:27.936, 9.79
12:20:27.999, 9.79
12:20:28.124, 9.79
12:20:28.186, 9.79
12:20:28.311, 9.79
12:20:28.374, 9.79
12:20:28.499, 9.79
12:20:28.624, 9.79
12:20:28.686, 9.79
12:20:28.811, 9.79
12:20:28.874, 9.79
12:20:28.936, 9.79
12:20:29.061, 9.79
12:20:29.186, 9.79
12:20:29.436, 9.79
12:20:29.561, 9.79
12:20:29.686, 9.79
12:20:29.749, 9.79
12:20:29.874, 9.79
12:20:29.936, 9.79
12:20:30.061, 9.79
12:20:30.124, 9.79
12:20:30.249, 9.79
12:20:30.311, 9.79
12:20:30.374, 9.79
12:20:30.499, 9.79
12:20:30.624, 9.79
12:20:30.873, 9.79
12:20:30.998, 9.79
12:20:31.123, 9.79
12:20:31.186, 9.79
12:20:31.248, 9.79
12:20:31.373, 9.79
12:20:31.498, 9.79
12:20:31.561, 9.79
12:20:31.686, 9.79
12:20:31.748, 9.79
12:20:31.811, 9.79
12:20:32.061, 9.79
12:20:32.123, 9.79
12:20:32.311, 9.79
12:20:32.436, 9.79
12:20:32.561, 9.79
12:20:32.623, 9.79
12:20:32.748, 9.79
12:20:32.811, 9.79
12:20:32.873, 9.79
12:20:32.998, 9.79
12:20:33.061, 9.79
12:20:33.186, 9.79
12:20:33.311, 9.79
12:20:33.436, 9.79
12:20:33.498, 9.79
12:20:33.561, 9.79
12:20:33.686, 9.79
12:20:33.811, 9.79
12:20:33.873, 9.79
12:20:33.998, 9.79
12:20:34.123, 9.79
12:20:34.186, 9.79
12:20:34.248, 9.79
12:20:34.373, 9.79
12:20:34.436, 9.79
12:20:34.561, 9.79
12:20:34.748, 9.79
12:20:34.811, 9.79
12:20:35.123, 9.79
12:20:35.186, 9.79
12:20:35.311, 9.79
12:20:35.436, 9.79
12:20:35.498, 9.79
12:20:35.623, 9.79
12:20:35.685, 9.79
12:20:35.810, 9.79
12:20:35.873, 9.79
12:20:35.935, 9.79
12:20:36.123, 9.79
12:20:36.185, 9.79
12:20:36.310, 9.79
12:20:36.373, 9.79
12:20:36.435, 9.79
12:20:36.560, 9.79
12:20:36.623, 9.79
12:20:36.810, 9.79
12:20:36.873, 9.79
12:20:36.998, 9.79
12:20:37.060, 9.79
12:20:37.123, 9.79
12:20:37.248, 9.79
12:20:37.310, 9.79
12:20:37.560, 9.79
12:20:37.623, 9.79
12:20:37.748, 9.79
12:20:37.810, 9.79
12:20:37.935, 9.79
12:20:38.185, 9.79
12:20:38.248, 9.79
12:20:38.435, 9.79
12:20:38.498, 9.79
12:20:38.560, 9.79
12:20:38.685, 9.79
12:20:38.810, 9.79
12:20:38.873, 9.79
12:20:38.998, 9.79
12:20:39.060, 9.79
12:20:39.123, 9.79
12:20:39.248, 9.79
12:20:39.310, 9.79
12:20:39.435, 9.79
12:20:39.560, 9.79
12:20:39.685, 9.79
12:20:39.748, 9.79
12:20:39.810, 9.79
12:20:39.935, 9.79
12:20:39.998, 9.79
12:20:40.122, 9.79
12:20:40.247, 9.79
12:20:40.310, 9.79
12:20:40.497, 9.79
12:20:40.622, 9.79
12:20:40.685, 9.79
12:20:40.810, 9.79
12:20:40.998, 9.79
12:20:41.060, 9.79
12:20:41.185, 9.79
12:20:41.310, 9.79
12:20:41.373, 9.79
12:20:41.435, 9.79
12:20:41.560, 9.79
12:20:41.685, 9.79
12:20:41.748, 9.79
12:20:41.873, 9.79
12:20:41.935, 9.79
12:20:41.998, 9.79
12:20:42.248, 9.79
12:20:42.373, 9.79
12:20:42.435, 9.79
12:20:42.560, 9.79
12:20:42.623, 9.79
12:20:42.748, 9.79
12:20:42.810, 9.79
12:20:42.935, 9.79
12:20:42.998, 9.79
12:20:43.248, 9.79
12:20:43.310, 9.79
12:20:43.373, 9.79
12:20:43.498, 9.79
12:20:43.560, 9.79
12:20:43.685, 9.79
12:20:43.748, 9.79
12:20:43.872, 9.79
12:20:43.997, 9.79
12:20:44.060, 9.79
12:20:44.247, 9.79
12:20:44.372, 9.79
12:20:44.435, 9.79
12:20:44.560, 9.79
12:20:44.685, 9.79
12:20:44.747, 9.79
12:20:44.810, 9.79
12:20:44.935, 9.79
12:20:44.997, 9.79
12:20:45.122, 9.79
12:20:45.247, 9.79
12:20:45.310, 9.79
12:20:45.497, 9.79
12:20:45.622, 9.79
12:20:45.685, 9.79
12:20:45.810, 9.79
12:20:46.060, 9.79
12:20:46.185, 9.79
12:20:46.310, 9.79
12:20:46.372, 9.79
12:20:46.435, 9.79
12:20:46.560, 9.79
12:20:46.685, 9.79
12:20:46.747, 9.79
12:20:46.872, 9.79
12:20:46.997, 9.79
12:20:47.310, 9.79
12:20:47.435, 9.79
12:20:47.560, 9.79
12:20:47.622, 9.79
12:20:47.872, 9.79
12:20:47.935, 9.79
12:20:47.997, 9.79
12:20:48.122, 9.79
12:20:48.185, 9.79
12:20:48.310, 9.79
12:20:48.372, 9.79
12:20:48.497, 9.79
12:20:48.622, 9.79
12:20:48.684, 9.79
12:20:48.809, 9.79
12:20:48.872, 9.79
12:20:48.934, 9.79
12:20:49.059, 9.79
12:20:49.309, 9.79
12:20:49.372, 9.79
12:20:49.622, 9.79
12:20:49.747, 9.79
12:20:49.934, 9.79
12:20:50.059, 9.79
12:20:50.122, 9.79
12:20:50.247, 9.79
12:20:50.309, 9.79
12:20:50.372, 9.79
12:20:50.497, 9.79
12:20:50.622, 9.79
12:20:50.872, 9.79
12:20:50.997, 9.79
12:20:51.059, 9.79
12:20:51.184, 9.79
12:20:51.247, 9.79
12:20:51.372, 9.79
12:20:51.434, 9.79
12:20:51.559, 9.79
12:20:51.622, 9.79
12:20:51.934, 9.79
12:20:52.059, 9.79
12:20:52.122, 9.79
12:20:52.247, 9.79
12:20:52.434, 9.79
12:20:52.497, 9.79
12:20:52.622, 9.79
12:20:52.747, 9.79
12:20:52.809, 9.79
12:20:52.872, 9.79
12:20:52.997, 9.79
12:20:53.121, 9.79
12:20:53.184, 9.79
12:20:53.309, 9.79
12:20:53.371, 9.79
12:20:53.496, 9.79
12:20:53.559, 9.79
12:20:53.809, 9.79
12:20:53.871, 9.79
12:20:53.934, 9.79
12:20:54.059, 9.79
12:20:54.184, 9.79
12:20:54.246, 9.79
12:20:54.434, 9.79
12:20:54.559, 9.79
12:20:54.622, 9.79
12:20:54.747, 9.79
12:20:54.809, 9.79
12:20:54.934, 9.79
12:20:55.059, 9.79
12:20:55.122, 9.79
12:20:55.184, 9.79
12:20:55.309, 9.79
12:20:55.434, 9.79
12:20:55.497, 9.79
12:20:55.622, 9.79
12:20:55.684, 9.79
12:20:55.747, 9.79
12:20:55.872, 9.79
12:20:55.997, 9.79
12:20:56.059, 9.79
12:20:56.184, 9.79
