12:41:07.242, 5.01g
12:41:07.367, 5.01g
12:41:07.555, 5.01g
12:41:07.680, 5.01g
12:41:07.742, 5.01g
12:41:07.867, 5.01g
12:41:07.929, 5.01g
12:41:07.992, 5.01g
12:41:08.117, 5.01g
12:41:08.242, 5.01g
12:41:08.368, 5.01g
12:41:08.430, 5.01g
12:41:08.555, 5.01g
12:41:08.618, 5.00g
12:41:08.680, 5.00g
12:41:08.805, 5.01g
12:41:08.868, 5.01g
12:41:08.993, 5.01g
12:41:09.118, 5.01g
12:41:09.180, 5.01g
12:41:09.243, 5.01g
12:41:09.368, 5.01g
12:41:09.493, 5.01g
12:41:09.618, 5.01g
12:41:09.680, 5.01g
12:41:09.743, 5.01g
12:41:09.867, 5.01g
12:41:09.930, 5.01g
12:41:10.055, 5.01g
12:41:10.180, 5.01g
12:41:10.242, 5.01g
12:41:10.305, 5.01g
12:41:10.430, 5.01g
12:41:10.555, 5.01g
12:41:10.805, 5.01g
12:41:10.930, 5.01g
12:41:10.992, 5.01g
12:41:11.117, 5.01g
12:41:11.305, 5.01g
12:41:11.367, 5.01g
12:41:11.492, 5.01g
12:41:11.617, 5.00g
12:41:11.867, 5.01g
12:41:11.992, 5.01g
12:41:12.055, 5.01g
12:41:12.180, 5.01g
12:41:12.242, 5.01g
12:41:12.367, 5.01g
12:41:12.430, 5.01g
12:41:12.555, 5.01g
12:41:12.680, 5.01g
12:41:12.742, 5.01g
12:41:12.805, 5.01g
12:41:12.930, 5.01g
12:41:13.055, 5.01g
12:41:13.117, 5.01g
12:41:13.242, 5.01g
12:41:13.305, 5.01g
12:41:13.430, 5.01g
12:41:13.492, 5.01g
12:41:13.617, 5.01g
12:41:13.867, 5.01g
12:41:13.992, 5.01g
12:41:14.117, 5.01g
12:41:14.180, 5.01g
12:41:14.367, 5.01g
12:41:14.492, 5.01g
12:41:14.554, 5.01g
12:41:14.679, 5.01g
12:41:14.929, 5.01g
12:41:15.054, 5.01g
12:41:15.179, 5.01g
12:41:15.242, 5.01g
12:41:15.304, 5.01g
12:41:15.429, 5.00g
12:41:15.554, 5.00g
12:41:15.617, 5.00g
12:41:15.742, 5.00g
12:41:15.804, 5.00g
12:41:15.929, 5.00g
12:41:16.179, 5.01g
12:41:16.304, 5.01g
12:41:16.429, 5.01g
12:41:16.492, 5.01g
12:41:16.554, 5.00g
12:41:16.679, 5.01g
12:41:16.804, 5.01g
12:41:16.867, 5.01g
12:41:16.992, 5.01g
12:41:17.054, 5.01g
12:41:17.117, 5.01g
12:41:17.242, 5.01g
12:41:17.367, 5.01g
